SL No,ATM Name,Address
11,"Khulna Medical , Khulna","Khulna Medical College Hospital, Boyra Main Road, Khulna - 9000."
12,Abu Nasser HospitalÂ Moor,"Dhorittry, Holding # 503, Sonadanga Main Road, Abu Naser Hospital Moor, Khulna S"
13,"Moylapota Moor, Khulna","ES Plaza, Holding # 22, KDA Avenue Main Road, Moylapota Moor, Sonadanga, Khulna."
14,"Khulna Club, Khulna","26 Khan-A-Sobur Road (Opposite of Khulna Club), Khulna."
15,"Boro Bazar, Khulna","Holding - 2, Sir Iqbal Road, Boro Bazar, Khulna - 9100"
16,"Majid Sarani, Khulna","Holding # 18/3, Majid Sarani, Sonadanga, Khulna - 9000."
17,Khan Jahan Ali Rd KHL FT,"Khan Mension, Holding-336, Khan Jahan Ali Road, Ward-22, Khulna Sadar, Khulna."
18,P.C. Road Khulna FT,"Holding No. 07, P.C. Roy Road, Ward # 21, Khulna Sadar, Khulna"
19,Khalishpur Khulna FT,"Libartty complex, Holding No. 343, BIDC Road, Ward # 10, Khalishpur, Khulna."
20,Ahsan Ahmed Road KHL FT,"Kakali Press building, Holding-03, Road-03, Ahsan Ahmed Road, Sadar, Khulna"
21,Rupsha Strand Road KHL FT,"Glory Art Place Bhaban, Holding 48/1, Rupsha Strand Road, Khulna Sadar, Khulna."
22,Tootpara Khulna FT,"Ahmed Ali Bhaban, Holding - 01, Khan Jahan Ali Road, Khulna Sadar, Khulna."
1,"Koyra, Khulna","RSPA-Plaza, Koyra-Paikgacha-Khulna Road, Koyra, Khulna - 9290."
1,"Paikgacha, Khulna","Hira Moni Market, Paikgacha Main Road, Paikgacha, Khulna - 9280."
1,"Kazdia Bazar, Rupsha, KHL","Kazdia Bazar, Rupsha, Khulna"
1,"Terokhada, Khulna","Tintara Bhaban, Katenga Bazar, Terokhada, Khulna - 9230. "
1,"Bajitpur, Kishoreganj","Holding # 0503-00, College Road, West Bosontopur, Bajitpur, Kishoreganj-2336. "
1,Bhairab Pourashava,"Bhairab Pourashava, Bhairab, Kishoreganj."
2,Tinpatty Bhairab,"Holding No. 380, Kalibari road, Tinpatty, Bhairab Bazar, Bhairab, Kishoreganj"
3,Durjoy Moor Bus Stand FT,"Holding # 1593, Durjoy Moor, Ward # 4, Bhairab, Kishoreganj "
1,"Hossenpur, Kishoregonj","Kafil Bhaban - 2, Holding No - 15, DC Road, Ward No - 8, West Dipeshwar, Hossenpur Pourashava, Hossenpur, Kishorgonj"
1,"Karimganj, Kishoreganj","Karimganj Bazar, Holding - 2, Karimganj, Kishoreganj"
1,"Botrish Bus Stand Road, Kishorgonj","Apurba Market, Holding No:1160/1, Botrish Bus Stand Road, Kishorgonj. "
2,Isha Kha Road Kishoreganj,"Abdul Kader Plaza, Holding # 1431, Isha Kha Road, Word # 06, Kishoregonj. "
3,DC Office Kishoreganj,"Deputy Commissioner Office (DC Office), Kishoreganj."
1,"Kotiadi, Kishoreganj","Holding - 187/1, K.B. Road, Kotiadi, Kishoreganj - 2330"
1,"Kuliarchar, Bhairab","Jamia Super Market, Holding No - 175, Ward No - 3, Station Road, Kuliarchar, Kishoreganj"
1,"Nikli, Kishoreganj","Karar Borhan Uddin Chairman Market, Eidgah Road, Nikli, Kishoreganj - 2360."
1,"Pakundia, Kishoregonj","Nurjahan Plaza, Holding No - 556, Pakundia-Hossenpur Road, Ward No - 2, Pakundia Pourashava, Pakundia, Kishorgonj. "
1,"Tarail, Kishoreganj","Tarail Bazar, Vill - Machail, P.S. - Tarail, Dist -  Kishoreganj"
1,"Bheramara, Kushtia","Asan Super Market,Thana Road, Bheramara, Kushtia"
1,"Khalishakundi, Dalautpur, Kushtia","Khalishakundi Bazar, Vill + Mouza + Union: Khalishakundi, PS: Dalautpur, Dist: Kushtia.  "
2,"Daulatpur, Khustia","Khandakar Tower, Taragonia Bazar, Daulatpur, Khustia"
1,"Khoksha, Kushtia","Zaman Plaza, Holding # 858, Thana Road, Khoksha, Kushtia."
1,"Kumarkhali, Kushtia","Raton Super Market, Dhaka Road, Kumarkhali, Kushtia."
1,"Chourhash, Kushtia","Chourhash Moor, BSCIC, Kushtia"
2,"RCRC Street, College Moor, Kushtia","109/95, Zainal Abedin Center, RCRC Street, College Moor, Kushtia."
3,"Boro Bazar, Kushtia","Holding # 667, SCB Road, Boro Bazar, Kushtia."
4,"Choi Raster Moor, Kushtia","Karim Tower, Holding # 23/49, Chad Mohammad Road, Choi Raster Moor, Thanapara, K"
5,"Zilla Parishad, Kushtia","Zilla Parishad, Holding # 145, N.S. Road, Kushtia-7000.  "
6,N.S. Road Kushtia,"Milky Super Market, Holding # 20-21, N.S. Road, Ward # 1, Kushtia Sadar, Kushtia"
7,East Mojompur FT,"East Mojompur (opposite of Kushtia Circuit House), Kushtia Sadar, Kushtia. "
1,"Poradah, Mirpur, Kushtia","Chairman Tower, Poradaha Bazar, Vill + Mouza: Katdaho, Union: Poradaha, P.S.: Mirpur, Dist: Kushtia."
2,"Mirpur, Kushtia","Mollah Super Market, Holding - 567, Upazilla Road, Mirpur, Kushtia"
1,"Kalkini, Madaripur","Alhaj Yunus Ahmed Market (ground floor), Kalkini, Madaripur"
1,"Charmuguria, Madaripur","Charmuguria, Madaripur"
2,Bottola Madaripur FT,"Bottola main road, Adjacent Pourosava, Madaripur "
3,Madaripur Branch FT,"City Plaza, Main Road, Puran Bazar, Madaripur."
4,DC Office Madaripur,"Deputy Commissioner Office (DC Office), Madaripur."
5,"Main Road, Madaripur","Howlader Market, Holding - 603, 604 & 608, Main Road, Madaripur"
6,"Mostafapur, Madaripur","Nur Mohammad Hawlader Market, Mostafapur, Madaripur "
1,"Rajoir, Madaripur","Lasker Complex, Bazar Road, Rajoir Madaripur - 7910. "
1,"Shibchar, Madaripur","Shyamoli 71 Tower, Holding - 71, 71 Sarak, Shibchar, Madaripur"
1,"Jamsha Bazar, Singair, Manikgonj ","Jamsha Bazar, South Jamsha, Singair, Manikgonj "
1,"Daulatpur, Manikganj","ABC Bhaban - 2, Dag # 462, Khatian # 226, Daulatpur, Manikganj - 1860."
1,"Ghior, Manikganj","Monowara Plaza, Ghior, Manikganj"
1,"Horirampur, Jhitka Bazar","Bashar Tower, Jhitka Bazar, Horirumpur, Manikgonj"
1,"Shahid Rafiq Road, Manikg","Haji Salam Tower, Shahid Rafiq Road, Manikganj"
2,Beautha Road Manikgonj FT,"Ismat Ara Market, Holding No. 19, Beautha Road, Manikgonj Pourasava, Manikgonj."
3,Manikganj Bus Stand FT,"Khondoker Plaza, 18, Ward-01, Manikganj Bus Stand, Manikganj Sadar, Manikganj."
4,DC Office Manikganj FT,"Deputy Commissioner Office (DC Office), Manikganj."
1,Tarasima Apparels Limited,"Tarasima Apparels Limited Golora, Saturia, Manikganj"
2,"Saturia, Manikganj","Jalil Jamela Bhaban, West Nandeswari (Saturia Bazar), Dhamrai, Dhaka"
1,"Barangail, Manikgonj","Sushil Super Market, Brongail, Mohadebpur, Shibalaya, Manikgonj"
2,"Tepra Bus Stand, Manikgonj","Tepra Bus Stand, Mouza: Shibalaya, Union: Ullal, Manikgonj."
3,"Aricha Ghat,Shivalaya,Mkj","A.S. Super Market, Shivalaya, Manikganj-1851."
1,"Joymantop Bazar, Singair","Joymantop Bazar, Singair, Manikganj - 1822"
2,"Singaire, Manikgonj","Wahid Tower, Shahid Rafique Road, Ward - 6, singaire Pourasava, Singaire, Manikgonj"
1,"Borolekha, Moulvibazar","Hazi Moshud Ali Trade Center (ground floor of DBBL Borolekha Branch), Baroigram,"
2,Shahbazpur Borolekha,"Abdul Awal chowdhury Trade Center  P.O. East Shahbazpur, PS: Borolekha, District"
3,Kathaltoli Borolekha,"Nimar Ali Market, Kathaltoli, Borolekha, Moulvibazar"
4,Uttar Chowmuhani Barlekha,"Joy Bijoy Mension, Holding-226, Borolekha-Sylhet Road, Borolekha, Moulovibazar."
5,Dasher Bazar Borolekha FT,"Faysal Market, Dasher Bazar, Borolekha, Moulvi Bazar."
1,"Juri, Borolekha","Haji Fazlur Rahman Market, Juri, Borolekha, Moulvibazar"
1,"Shamser Nagar, Moulvi Bazar, BAF","Shamser Nagar, BAF, Moulvi Bazar, Sylhet"
2,"Kamalganj, Moulvibazar","Holding - 66, Bhanugach Chowmohona, Kamalganj, Moulvibazar"
1,"Kulaura, Moulvibazar","Holding - 64, Moulvibazar ? Kulaura Road, Dakshin Bazar, Moulvibazar Bus Stand, Kulaura, Moulvibazar"
1,"Chowmohona, Moulvi Bazar","Khan Tower, Shamser Nagar Road, Chowmohona, Moulvibazar"
2,"Kusumbagh, Moulvi Bazar","1180 Kushumbagh Shopping City, Moulvi Bazar"
3,"Sreemangal Road, Moulvibazar","Motlib Center, Sreemangal Road, Moulvibazar "
4,Court Road Moulvibazar FT,"Holding 82/2, Ward No. 03, Court Road, Moulovibazar."
5,Central Road Moulovibazar,"Al-Modina Building, M. Saifur Rahman central Road, Ward # 06, Moulovibazar-3200."
1,"Rajnagar, Moulvibazar","Khan Mansion, Central Road, Mouza: Khargaon, Union - 5 No. Rajnagar Union,  Rajnagar, Moulvibazar."
1,"Sherpur, Sylhet","Royal Market, Sherpur Chowmuhany, Afruj Ganj, Moulvi Bazar"
1,"Chowmuhona, Sreemongol","Office Room No. - 1, Biroti Market, Moulvibazar, Sreemongal"
1,"Dhobaura, Mymensingh","Jabbar Mansion, Upozila Road, Dhobaura, Mymensingh - 2416."
1,"Fulbaria, Mymensingh","Bhai-Bhai Market, Fulbaria Sadar, Fulbaria, Mymensingh"
1,"Fulpur, Mymensingh","Hazi Abdus Samad Plaza, Mouza & Union - Godaria, Halua  Ghat Road, Fulpur, Mymensingh. "
1,"Gaffargaon, Mymensingh","Abdul Kader Complex, Station Road, Gaffargaon, Mymensingh"
1,"Gouripur, Mymensingh","Basak Bhaban, Holding No - 448, Bangabandhu Sarak, Ward No - 3, Gouripur, Mymensingh"
2,"Shamgonj, Mymensingh","Main Road, Shamgonj Bazar, Mouza & Union : Moilakandi, Gouripur, Mymensingh.  "
1,"Haluaghat, Mymensingh","Haider Plaza, Holding # 91, Madhho Bazar, Haluaghat, Mymensingh-2260. "
1,"Ishwarganj, Mymensingh","Mymensingh-Kishoreganj Road, Ishwarganj, Mymensingh"
1,"Muktagacha, Mymensingh","455 Old Bus Stand, Muktagacha, Mymensingh"
1,"Natun Bazar, Mymensingh","61/1 Rambabu Road, Natun Bazar, Mymensingh"
2,"Shombugonj, Mymensingh","Islam Commercial Complex, Shombugonj Bazar, Mymensingh"
3,"BAU, Mymensingh","Bangladesh Agricultural University Campus (Near K. R Market), Mymensingh"
4,"Shankipara, Mymensingh","63/B/4 Shankipara, Mymensingh"
5,"Zamtola Moor, Mymensingh","Rezia Bhaban, Holding No: 200/1, Ward: 4, Gohail Kandi , Zamtola Road, Mymensingh. "
6,"Tangail Bus Stand, Mymensingh","74 Jail Road, Tangail Bus Stand, Mymensingh."
7,Baghmara Road Mymensingh,"Holding - 66/A/3 Baghmara Road, Mymensingh"
8,Charpara Moor MYM FT,"Minsa Tower, H-5, Shehora Road, Charpara Moor, Ward-17, Sadar, Mymensingh."
9,"Kachari Road, Mymensingh","47 Kachari Road, Mymensingh."
1,"Nandail, Mymensingh","Labu Plaza, Mymensingh - Kishoreganj Road, Nandail, Mymensingh"
1,"Tarakanda, Mymensingh","Khan Complex, Holding No - 40, Ward No - 1, Mymensingh- Haluaghat Highway, Tarakanda, Mymensingh  "
1,"JKKNU, Mymensingh","Jatiya Kabi Kazi Nazrul Islam University, Trishal, Mymensingh - 2200. "
2,Bogar Bazar Trishal FT,"Fazlul Haque Plaza, Bogar Bazar, Trishal, Mymensing "
3,"Trishal, Mymensingh","Sarker Market, Holding - 43, Dhaka-Mymensingh Highway, Trishal, Mymensingh."
1,Hajeer Bazar Valuka FT,"Hajee Super Market, Hajeer Bazar, 7 No- Malakbari, Valuka,  Mymensing"
2,Arif Knit Valuka MYM FT,"Arif Knit Spin Ltd., Jamirdia, Masterbari,Valuka, Mymensingh."
3,Bharadoba Bhaluka,"Hazi Idris  Ali Super Market, Bharadoba, Bhaluka, Mymensingh"
4,"Seed Store Bazar, Valuka","Samola - Taher Plaza, Seed Store Bazar, Valuka, Mymensingh "
5,"Valuka Bus Stand, Valuka","Holding - 78, Block - B, New Bus Stand, Valuka, Mymensingh"
6,"Jamirdia, Valuka","Badsha Textiles Ltd., Jamirdia, Valuka, Mymensingh"
7,Envoy Textile Bhaluka FT,"Envoy Textile, Jamirdia, Square Master Bari, Valuka, Mymensingh."
1,"Adamjee EPZ, Narayanganj","Adamjee Export Processing Zone, Narayanganj."
1,Araihazar Narayanganj FT,"Shuptasha Bhaban, Plot # 1, Thana Road, Araihazar, Narayanganj. "
1,"B B Road, Narayanganj","1 Alam Khan Lane, B.B Road, Narayangonj"
2,"Khanpur, Narayangnj","25/2 Isha Kha Road, Nagar Khanpur, Narayanganj"
3,"Majdair Bazar, Fatullah, Narayanganj","231/2 College Road, Majdair Bazar, Fatullah, Narayanganj"
4,"Netaiganj Moor, B.B. Road","L.M. Super Market Holding - 1/3, B.B. Road, P.O. : Narayanganj Sadar - 1400"
5,"Model Group, Narayanganj","Modele De Capital Ind. Ltd., Talla Road, Khapur, Fatullah, Narayanganj."
1,"Panchrukhi, Narayangonj","M.P Tower, Dhaka-Sylhet Highway, Panchrukhi, Araihazar, Narayangonj. "
1,"Bandar, Narayanganj","Suruzzaman Tower, Holding no - 220, S.S saha Road, 1 No Kheya Ghat, Ward No - 22, Bandar, Narayanganj"
2,Nabigonj Sub Branch FT,"Holding-1/1, T Hossain Road, Nabigonj, Bandor, Narayangonj"
1,Borpa Sub Branch FT,"Saud Market, Holding- 63, Borpa, Dhaka Sylhet Road, Rupgonj, Narayangonj"
2,"Bhulta, Rupganj, Narayanganj","Rabet Al Hasan Shopping Center,Golakanda (Bhulta), Rupganj, Narayanganj"
3,"Kanchon Bazar, Rupganj","Holding - 152 Kanchon Bazar, Sadar Road, Kanchon, Rupganj, Narayanganj"
1,"Fatullah, Narayangonj","Mustafiz Center, Fatullah Bazar, Fatullah, Narayangonj"
2,"Panchabati,  Narayanganj","Alauddin Super Market, Vill: Panchabati, Union: Enayetnagar, PS: Fatullah, Dist: Narayanganj."
3,"Crony Group, Fatullah","Crony Complex, Crony Group, Plot - S-A 646, Shashongaon, Enayetnagar, Fatullah, Narayanganj"
4,"Fariha Knit Tex, Narayang","Fariha Knit Tex Ltd.  Building # 1, Baroibag, Enayetnagar, Fatullah, Narayongonj"
1,Jamtola Narayanganj FT,"Ismail Garden, Holding-1/1, Sher-E-Bangla Road, Ward-13, Fatullah, Narayongonj."
2,"West Masdair, Fatullah FT","Shovon Group, West Masdair, Fatullah, Narayanganj."
3,"Shibu Market, Narayanganj","Holding # 2, Kutubali, Khijirpur, Shibu Market, Fatullah, Narayanganj - 1420."
1,"Gopaldi Bazar, Araihazar, Narayanganj","Hazi Mansion, School Road, Ward No - 6, Gopaldi Bazar, Gopaldi, Araihazar, Narayangonj. "
1,"Sonapur, Sonargaon, Narayanganj","Hazi Safar Ali Villa, Sonapur, Kanchpur Sonargaon, Narayanganj"
1,"Tan Bazar, Narayangonj","34 Mahim Gangoli Road, Tan Bazar, Narayangonj"
2,"Godhnail, Narayanganj","A.R. Complex, Holding - 73, Chowdhury bari Bus Stand, Godhnail, Narayanganj - 14"
3,Kashipur Narayangonj,"Mukti Nir, Holding No: 88, Vill: Volile, Union: Kashipur, Fatullah, Narayangonj"
4,Bhuigar Branch FT,"Ayub Ali Bhuiyan Super Market, Ward# 2, Bhuigar, Kutubpur, Fatullah, Narayanganj"
5,NR Group Narayanganj FT,"N.R. Knitting Mills Limited, Enayetnagar, Fatullah, Narayongonj-1421."
6,Fakir Knitwear Narayangan,"Fakir Knitwears Ltd., (Factory Building), Kayempur, Fatullah, Narayangonj - 1420"
7,Kutubpur Narayanganj FT,"H-48, W-9, Vill-Ramarbag, Kutubpur, Fatullah, Narayanganj.(Near Metro Garments)"
1,Islamia Bazar Sub Branch ,"House-337, Road- 01, Islamia Bazar(Bow Bazar),  Pagla Purbo Para, Fatullah, Nara"
2,Pagla Narayongonj,"Al-Haj Afsar Karim Bhaban Pagla, Narayongonj."
3,"Delpara Bazar, Fatullah, Narayanganj","Kamar Uddin Plaza, Delpara Bazar, Vill + Mouza: Delpara, Union: Kutubpur, PS: Fatullah, Dist: Narayanganj. "
1,"Ichhapura Bazar, Rupganj","Mollah Plaza, Dag No - S.A.:372, Khatian No - 20/77, Ichhapura Bazar, Poshi , Rupgonj, Narayangonj "
2,"Barab, Rupganj, Narayanga","Anwar Ali Market, Ward - 9, Barabo Bazar Road, Barab, Rupganj, Narayanganj."
3,"Murapara, Rupganj","Rofiz Uddin Complex, Murapara, Rupganj, Narayanganj."
4,City Group Narayangonj FT,"Shampa Flour Mills Ltd., City Staff Quarter, Rupshi, Rupgonj, Narayangonj."
5,Tarabo Sub Branch FT,"Hazi Manik Bhuiyan Market, 23 Tarabo Uttar, Tarabo Bazar Road, Rupgonj, N.gonj"
6,Fakir Fashion FT,"Fakir Fashion Ltd., Rupgonj, Narayangonj."
1,Siddirganj Pool Bzr SB FT,"Mizmizi, Siddirganj Pool Bazar, Narayanganj."
2,Adamjee Nagar Sub Branch ,"Mir Tower, Holding-A 138, A 139, Sona Mia Market, Adamjee EPZ Road, Siddirgonj, "
3,Sanarpar Rahim Market Roa,"Rahim Market, Holding-61/E, Rahim Market Road, Kandapara, Mizmizi, Siddirgonj, N"
4,"Rahim Market, Siddirgonj","Rahim Market, House - 56, Block - E, Woard-2, Sanarpar, Siddirgonj, Narayanganj."
5,"Sanarpar, Shiddirganj","Shobo Bulders, College Road, Sanarpar, Shiddirganj, Narayanganj."
6,"Mizmizi, Shiddirgonj","Dhaka-Chottogram Highway, Ward No. 2, Mizmizi, Shiddirgonj, Narayangonj."
7,"Sanarpar, Narayanganj","House - 24, Block - B, Sanarpar Bus Stand, Bishaw Road, Narayangonj"
8,"Miz Mizi, Siddirganj","M.S. Tower, Adamjee EPZ Road, Ward No - 4, Siddirganj, Narayanganj "
9,"Hirajheel Main Road, Siddirgonj, Narayangonj","Al Hera Tower, Holding No - 227, Road No - 8, Hirajheel Main Road, Siddirgonj, Narayangonj. "
1,Sanarpar Sub Branch FT,"Holdingâ??111,  Sanarpar, Siddirgonj, Narayangonj"
2,Godnail Sub Branch FT,"Hasan Tower, 78-H, Godnail Chowdhury Bari, Adamzi EPZ Road, Siddirgonj, N.gonj"
3,Jalkuri Sub Branch FT,"Ambar Complex, Holding A-3, A-3/1, Jalkuri Bus Stand, Siddirgonj, Narayangonj"
1,"Barodi Bazar, Narayangonj","Barodi Bazar Baitun Nur Jame Mosjid, Barodi Bazar, Sonargaon, Narayangonj. "
2,"Thana Road, Sonargaon, Narayangonj","Haji Shahidullah Plaza, Holding No - 28,Thana Road, Sonargaon, Narayangonj"
3,Kanchpur Branch FT,"Sonargaon Mega Complex, Kanchpur, Sonargaon, Narayanganj."
4,Madanpur Branch FT,"Ekata Somobaya Super Market, Madanpur, Narayanganj."
5,Meghna Ghat Branch FT,"Islam Shopping Center, Meghna, New Town Sonargaon, Narayanganj."
6,"Mograpara, Narayanganj","Ramijuddin Plaza, Thana Road, Mograpara, Sonargaon, Narayanganj. "
7,Sonargaon Branch FT,"Ambia Plaza, Mograpara Chowrasta, Sonargaon, Narayanganj"
1,Baburhat Branch FT,"Madhabdi Bazar, Baburhat, Narsingdi."
2,"Dream Holiday Park, Narsi","Dream Holiday Park, Chaitabo, Meherpur Union Parishad, Madhabdi, Narsingdi."
3,"Panchdona, Narsingdi","Hira Plaza, Panchdona Moor, Narsingdi"
4,"Madhabdi Bus Stand,Narsingdi","Zakia Complex, Madhabdi Bus Stand, Madhabdi,Narsingdi"
5,"Shekerchar, Narsinghdi","Micro Trade Center. Baghirathpur, Meherpara, Shekerchar, Narsinghdi"
1,Belabo Narsingdi FT,"Abbas Ali Market, Belabo, Old Bus Stand, Belabo Bazar, Belabo, Narsingdi-1640."
1,Monohordi Sadar Narsingdi,"R.M. Plaza, Bypass Road, Monohordi, Narsingdi-1650."
2,Monohordi Bus Stand,"Emarat Bhaban, Holding # 527, Monohordi Bus Stand, Narsingdi"
3,"Hatirdia, Monohardi","Asma Bhaban, Vill - Rasulpur, Dag No- R.S. - 7, Khatian No-72, Post - Hatirdia, P.S - Monohardi, Dist - Narsingdi "
1,"Songita Moor, Narsingdi","Dag No - 218, Hazi Super Market, Sangita Moor, Ghoradia, Narsingdi"
2,"UMC Jute Mills, Nagoriakandi, Narsingdi","Bhuiya Bhaban, Holding No: 68, UMC Road, Nagoriakandi, Narsingdi"
3,Shaheprotap Narsingdi FT,"Dag-1017, Shaheprotap, Mouza No-Baghata, Shilmondi, Narsingdi. "
4,"Narsingdi Sadar, Narsingd","Saha Palace, Holding # 28, C & B Road, Narsingdi Sadar, Narsingdi - 1600. "
5,West Brahmandi Narsingdi,"House # 34, West Brahmandi, Narsingdi."
1,"Palash, Narsingdi","Holding - 102, Palash Bazar, Palash, Narsingdi"
1,"Raipura, Narsingdi","Rasel Bhaban, Sadar Road, Raipura, Narsingdi"
2,"Hasnabad Bazar,Narsingdi","Hazi Saiful Building, Hasnabad Bazar, Amirgonj, Raipura, Narsingdi."
1,"Shibpur, Narsingdi","Islam Plaza, Sadar Road, Shibpur, Narsingdi-1620  "
1,"Velanagar, Narsingdi","Holding # 385 & 386, Dhaka - Sylhet Highway, Velanagar, Narsingdi - 1600."
2,"West Velanagar,Narsingdi ","42/1 West Velanagar (Upazila Moor), Court (DC) Road, Narsingdi"
1,"Dimla, Nilphamari","Dimla Garden City Shopping Complex, Main Road, Dimla, Nilphamari-5350."
1,"Domar, Nilphamari","Holding # 865/476 DB Road, Domar, Nilphamari - 5340.   "
1,"Jhaldhaka, Nilphamari","Bari Market, Dalia Road, Jhaldhaka, Nilphamari - 5330.   `"
1,"Kishoreganj, Nilphamari","R.R. Market, College Road, Mushipara, Kishoreganj, Nilphamari - 5320."
1,"Nilphamari Sadar, Nilphamari","Holding # 523, Ward #2, Hazi  Mohosen Road, Nilphamari"
2,Kazirhat Nilphamari FT,"Kazi Delwara Plaza, Chotto Sangalshi, Kazirhat, Nilphamari."
1,"Bangabandhu Road, Saidpur","Samad Plaza,Holding No: 70 Ward No: 76, Bangabandhu Road, Saidpur, Nilphamari."
1,"Chaprashirhat, Noakhali","Ismail Mansion, Purbo Bazar,  Chaprashirhat, Companigonj, Noakhali"
2,"Bashurhat, Noakhali","Lokman Hossain Plaza, Main Road, Basurhat, Companiganj, Noakhali"
3,Bashurhat Branch FT,"Tanha Bhaban, H-152, College Road, Basurhat Pourasava, companigonj, Noakhali "
4,"Bashurhat Sadar, Noakhali","R.D. Shopping Mall, Holding # 111, Basurhat-Kabirhat Road, Basurhat Sadar, Basur"
1,"Chowmuhoni, Begumgonj","Tara Manjil, Holding # 72, Feni Road, Chowmuhoni, Begumgonj, Noakhali"
2,"Rupsha Gate, Chowmuhani ","173 Madrasha Road, Ward # 4, Karimpur Road, Chowmuhani, Noakhali."
3,"Jamidarhat, Noakhali","Rahman Plaza, Dag No - B.S. 613, Holding No - 343, Jamidarhat, Purba Bazar,Begumgonj, Noakhali"
1,"Chatkhil, Noakhali","Center Point, Shop # 1 & 2, Bodalcourt Road, Sunderpur, Chatkhil, Noakhali - 387"
1,Charkakra Noakhali,"Parul Complex, Charkakra, Dag No. 18567, Union: Charkakra, Thana: Companigonj, N"
2,"Bangla Bazar, Companiganj, Noakhali","Panjeri Tower, Bangla Bazar, Companigonj, Noakhali."
1,"Kabirhat, Noakhali","Mahbub Shopping Center, Holding - 68, Kabirhat, Noakhali - 3807"
1,"Maijdee, Noakhali","768 Shop No -1 & 2 Ashfak Plaza, Main Road, Maijdee Bazar, Noakhali"
2,"Sonapur, Chowmohoni","Holding - 484, Manik Tower, Islamia Madrasha Road, Sonapur, Sadar, Noakhali"
1,"Shebarhat, Noakhali","Dag No - 3181, Jahanara & Son?s Super Market, Shebarhat, Senbagh, Noakhali"
2,"Senbag, Noakhali","Holding # 306/282, Haji Abul Khair Market, Upozila Road, Senbag, Noakhali-3860 "
1,"Sunaimuri, Noakhali","Nahar Market, Sonaimuri College Road, Sonaimuri, Noakhali"
1,"Subornachar, Noakhali","Muktijoddha Market, Charbata, Subornachar, Noakhali - 3813."
1,"Atghoria, Pabna","Shadman Super Market,  Debottor Bazar, Atghoria, Pabna"
1,"Bazar Road, Bera","Fakir Plaza, Holding No - 0906 - 9610, Ward No - 9, Bazar Road, Bera , Pabna "
1,"Bhangura, Pabna","Priangan Shopping Center, Holding - 111/11, Sharat Nagar Bazar, Bhangura, Pabna"
1,"College Road, Chatmohar, Pabna","Biswas Plaza, Holding # 194, College Road, Chatmohar, Pabna."
1,"Faridpur, Pabna","Holding # 31/10, Bonwarinagar Thana Road, Faridpur, Pabna - 6650."
1,"Ishwardi, Pabna","Nasim Tower, Ward No - 7, Station Road, Ishwardi, Pabna. "
2,"EPZ Gate, Pakshi, Pabna","Fatema Plaza, Ishwardi, Baghoil EPZ Gate, Pakshi, Pabna.  "
1,"Dashuria Bazar, Pabna","Alhaj Rowshan Khan super Market, Dashuria Bazar, Dist. - Pabna"
2,"Dilalpur, Pabna","Pourasva Market, Alhaj Abdul Goni Road, Dilalpur, Pabna"
3,"Abdul Hamid Road, Pabna","Kashem Plaza, Abdul Hamid Road, Pabna"
4,"Thana Road, Pabna","JB Complex, Holding # 1311-000, 001, Thana Road, Pabna Sadar, Pabna - 6600. "
5,"Tebunia Bazar, Pabna","Khan Palace, Tebunia Bazar, Pabna Sadar, Pabna-6600."
1,"Santhia Bazar, Pabna","Tin Matha Moor, Santhia Bazar, Santhia, Pabna"
2,Kashinathpur Pabna FT,"Muktijoddha Market, Vill.+ Mouza: Kashinathpur, Thana: Santhia, Pabna."
1,"Sujanagar, Pabna","S.R. Tower, Sujanagar - Pabna Road, Sujanagar, Pabna"
1,"Bagha, Rajshahi","Bhai Bhai Plaza, Lalpur Road, Bagha Bazar, Bagha, Rajshahi-6280."
1,"Baghmara, Rajshahi","Sathi Super Market, Holding - 294, Bhawaniganj Bazar Road, Baghmara, Rajshahi"
