SL No,ATM Name,Address
1,"Nandigram, Bogra","Alhaj Mojibur Rahman Super Market, Holding # 71, Bogra-Natore Road, Nandigram, Bogra."
1,"Sariakandi, Bogra","Nazrul Complex, Bazar Road, Sariakandi, Bogra."
1,Bogura Sherpur FT,"Mozid Market, Holding No. 1521, Dhaka Road, Ward # 06, Sherpur, Bogura."
1,Mokamtola Bogura FT,"Akondo Super Market, Rangpur Road, Mokamtola, Laxshipur, Shibgonj, Bagura."
2,"Shibganj, Bogra","Uttasha Building, Banail Mahalla, Shibganj Sadar, Shibganj, Bogra"
3,"Mohastangar Moor, Bogra","Shakawat Mansion, Mohastangar Moor, Shibganj, Bogra"
1,"Sonatala, Bogra","Holding No: 347, Rupa Complex, Upazilla Road, Sonatala, Bogra"
1,"Borura, Comilla","Krishi Bank Bhaban, Holding - 325, College Road, Borura Bazar, Borura, Comilla"
1,"Brahmanpara, Comilla","South Bangla, Naighar Road, Brahmanpara, Comilla."
1,"Mohsin Market, Comilla Cantonment","Mohsin Market, Nischintopur, Comilla Cantonment, Comilla"
2,"Kongshanagar Bazar, Comilla","Hazi Mansion, Mouza - Kongshanagar,Union - Barellah, Kongshanagar Bazar, Burichong, Comilla"
3,"Nimsar, Comilla","Jalil Munshi Plaza, Nimsar Bazar, Nimsar, Union: Mukam , P.S. - Burichong, Dist - Comilla. "
4,"Burichang, Comilla","Joynal Market, Burichang, Comilla"
1,"Chandina West Bazar, Chandina, Comilla","Hazi Ali Mansion, Chandina West Bazar, Chandina, Comilla. "
1,"Choddogram, Comilla","Haider Shopping Complex, Holding No - 0003-00, Chowddogram, Comilla."
2,"Munshir Hat, Chauddagram,","Mollah Market, Munshir Hat, Chauddagram, Comilla."
3,Highway Inn Comilla FT,"Highway Inn, Village: Chandul, Union: Uzirpur, Chouddogram, Cumilla."
1,Ranir Bazar Cumilla FT,"Abdul Salam Tower, Holding-233, 234, Nazrul Avenue, Ranir Bazar Road, Cumilla."
2,"Fouzdari Road, Cumilla","Kazi Khalequzzaman Complex, Holding 161 and162, Fouzdari Road, Cumilla"
3,"Rajgonj, Comilla","City Center, Holding # 182 (old), A.K. Fazlul Haque Road, Rajganj, Cumilla-3500 "
4,"Race Course, Comilla","Holding No - 593, Racecourse, Trunk Road, Comilla"
5,"Kotbari, Comilla","Purnima House, Holding - 26, Kotbari, Comilla - 3503"
6,"Paduar Bazar, Comilla","Nurul Islam Plaza, Holding - 0554, Paduar Bazar, Comilla - 3500"
7,"Trunk Road, Comilla","Manik Miah Tower, Holding - 521, Talekuna (Trunk Road), Comilla - 3500"
8,"Kandir Par, Cumilla","Holding # 29/29 (old), 1500/1498 (new), Laksham Road, Kandir Par, Cumilla - 3500"
9,"Cumilla EPZ, Cumilla","Holding # 10 (adjacent to Cumilla EPZ Gate 2), EPZ Gate 2 Road, Cumilla Sadar, C"
10,"Suagonj, Comilla","Madina Complex, Suagonj Bazar, Comilla"
11,"Tomson Bridge, Comilla ","Holding - 939/735 Laksham Road, Tomsom Bridge, Dhaka"
12,"Medical College Gate, Comilla","Abbas Mansion, Medical College Gate, Comilla."
1,"Daudkandi Bazar, Daudkandi, Comilla","Bhuiyan Complex, Holding No. - 291, Daudkandi Bazar, Daudkandi, Comilla.   "
2,"Gouripur, Cumilla","Nur Alam Plaza, Dag No. 2187, Gouripur, Daudkandi, Cumilla"
1,"New Market, Debiddar, Com","Swapnil Tower, New Market, Debiddar, Comilla"
2,"Jaforganj Bazar, Debidwar","Siraj Market, Jaforganj Bazar, Debidwar, Comilla.  "
1,"Homna, Cumilla","Roy Plaza, Holding # 356, College Road, Homna, Cumilla - 3546. "
1,Laksham Thana Road,"Holding No. 0673-01, Laksham Thana Road, Uttar bazaar Laksham, Cumilla "
2,Laksham Railway Junction,"Holding No - 735 (Adjacent to Junction Railway Club), Diganta Diagnostic and Hos"
3,College Road Laksham FT,"805, Amena Super Market, College Road, Laksham, Comilla."
4,"Laksham, Comilla","Akhter Tower, Laksham Housing, Laksham, Comilla"
5,"Baghmara, Comilla","Hazi Fazlul Haque Super Market, West Ashoktola, Baghmara, Comilla."
1,"Meghna, Cumilla","Jamser Villa, Manikerchar, Meghna, Cumilla - 3515. "
1,"Monoharganj, Comilla","Monika Plaza, College Road, Durgapur, Monohorgonj, Comilla."
1,"Bangura Bazar, Comilla","Bangura Bazar, Union: Bangura, P.S. : Muradnagar, Dist.: Comilla"
2,Companiganj Cumilla FT,"Village: Uttar Trish, Uttar Trish, Companiganj, Muradnagar, Cumilla."
1,"Nangalkot, Comilla","Khan & Rahman Super Market, Nangalkot-Khila Road, Ward No - 3, Nangalkot, Comilla"
1,"Upazila Moor, Chakaria, Cox?s Bazar ","Sikder Market, Court Center, Upazila Moor, Chakaria, Cox?s Bazar. "
2,"Badarkhali Bazar, Chakaria, Cox?s Bazar ","Nur Plaza, Badarkhali Bazar, Bazar Road, Chakaria, Cox?s Bazar. "
3,Chokoria Bazar FT,"City Center, Chokoria Bazar, Chokoria, Coxs Bazar."
1,Jawtala Coxs Bazar FT,"Jawtala, Main Road, Ward # 11, Coxs Bazar Pourasava, Coxs Bazar."
2,Dream Holiday Resort FT,"Dream Holiday Resort, Village: Inani, 1 no. Jaliapalong, Ukhiya, Coxâ??s Bazar"
3,"Main Road, Cox's Bazar","1007 East Bazarghata, Main Road, Cox?s Bazar"
4,"Kalatoli Road, Cox's Bazar","Hotel Sea Palce Limited, kalatoli Road, Cox?s Bazar"
5,"Link Road,Cox?s Bazar.","Sikder Plaza, Link Road, Jhilonga, Cox?s Bazar."
1,"Eidgah, Cox?s Bazar","Epon Plaza, Eidgah Bus Stand, Eidgah, Cox?s Bazar"
1,"Moheshkhali, Coxs Bazar","Holding- 7 and 8, Upozila Road, Gorakghata, ,Moheshkhali, Coxs Bazar - 4710"
1,"Pekua, Coxs Bazar","Alhaj Kabir Ahmed Chowdhury Market, Pekua, Coxs Bazar"
1,"Ramu, Cox's Bazar","Master?s Market, Chowmohoni Bus Stand, Ramu, Cox?s Bazar.  "
1,"Teknaf, Coxs Bazar","Milky Resort, Main Road, Teknaf, Coxs Bazar - 4760."
1,"Agailjhara, Barisal","Alpona Super Market, Sadar Road, Agailjhara Barisal-8240.   "
1,"Babugonj, Barisal","Rajon Market, Rajkar, Rahmatpur, Babugonj, Barisal."
2,"Rahmatpur, Barisal","Nur Complex, Plot - 843, Rahmatpur Bazar, Rahmatpur, Barisal"
3,"Madhabpasha Bazar, Barisal","Sardar Building, Mouza - 42, Madahbpasha, Madhabpasha Bazar, Madhabpasha, Barisal "
1,"Banaripara, Barisal","Mridha Market, Banaripara Sadar Road, Banaripara, Barisal"
1,"Kat potti Road, Barisal","Kath Patti Road, Barisal"
2,"Natun Bazar, Barisal","North Bagura Road, Natun Bazar, Barisal"
3,"B M College, Barisal","Plot - 754 & 755, B M College Road, Barisal"
4,"Chamber Bhaban, Barisal","Chamber Bhaban, Nazirar Pool,Vatikhana, Barisal"
5,"Bakerganj, Barisal","Shahjahan Mansion, Holding No - 68, Ward No - 2, Sadar Road, Bakergonj, Barisal"
6,"Nabogram Road,Bottola, Barisal","Meher Mansion, Holding No - 1117 - 000, Ward No - 15, Nabogram Road, Battola, Barisal"
7,"Rupatoli, Barisal","Nalcity Plaza, Holding - A-1/11, Rupatoli Housing, Rupatoli, Barisal"
8,"Kashipur, Barisal","Holding - 2013, Dhaka ? Barisal Road, Kashipur Bazar, Kashipur, Barisal"
9,"Shere-Bangla Medical, Bar","Sher-E-Bangla Medical College & Hospital, Barisal-8200"
10,"C & B Road, Barishal","Shanti Plaza, Holding # 783, CNB Road, Barishal - 8200."
11,"Fall Patty, Barishal","M. Jahan Tower, Holding # 790, Mawlana Enayetur Rahman Road, Kotowali, Barishal-"
12,South Alekakanda Amtola M,"Aman Villa, Holding # 281, Amtola Mor, Ward # 12, Barishal Sadar, Barishal."
13,Hotel Arena Barishal FT,"Hotel Arena, H-10803-191, Sadar Road, Ward-16, Thana: Kotowali, Barishal."
1,"Gouranadi, Barisal","G. Nabi Plaza, Gouranadi - Gopalganj Road, Gouranadi, Barisal."
1,"Wazirpur, Barisal","Sikder Bhaban, Ward No - 8, Main Road, Wazirpur, Barisal"
1,"Birampur, Dinajpur","Nahid Tower, Dhaka Moor, Birampur Dinajpur-5266.   "
1,"Birganj, Dinajpur","Kazi Super Market, Holding No: 02, College Road, Birgonj, Dinajpur."
1,"Birol, Dinajpur","Ripon Villa, Holding No - 969, Birol, Dinajpur"
1,"Chirirbondar, Dinajpur","Taibul Alam Market, Chirirbondar, Dinajpur"
1,"Fulbari Bus Stand, DIN","Waliullah Market, Holding - 871, Fulbari Bus Stand, Dinajpur"
2,"Bahadur Bazar, Dinajpur","S.M Tower, Holding - 2213, Bahadur Bazar,Dinajpur"
3,"Goneshtola, Dinajpur","Charu Babu Moor, Goneshtola , Dinajpur"
4,"Pulhat, Dinajpur","Pulhat Moor, Pulhat, Dinajpur "
5,"Medical College Road, Dinajpur","Sharjahan Plaza, Holding # 2837, Medical College Road,Dinajpur"
6,"Baluadanga, Dinajpur","Holding - 44, Baluadanga Moor, Chawliapotty, Dinajpur"
7,HSTU Dinajpur FT,"Hajee Mohammad Danesh Science and Technology University (HSTU), Dinajpur-5200."
8,Munshipara Dinajpur FT,"Holding No. 39/37, Munshipara Road, Ward No. 3, Dinajpur Pourasava, Dinajpur."
9,Suihari Dinajpur New FT,"RH Tower, Holding # 1764/3, Govt. College Road, Ward # 04, Dinajpur Sadar, Dinaj"
1,"Fulbari, Dinajpur","Khoniker Nir, Dinajpur - Dhaka Road, West Goripara, Fulbari, Dinajpur"
1,"Ghoraghat, Dinajpur","Holding - 373, Ward - 3, Azad Moor, Ghoraghat, Dinajpur"
1,"Bangla Hili, Dinajpur","Haji Trade Center, Holding - 445, Bangia Hili, Hakimpur, Dinajpur"
1,"Kaharole, Dinajpur","Upozila Road, Mouza: Uchitpur, Dag # 17, Kaharole, Dinajpur - 5226."
1,"Khansama, Dinajpur","Dag # 2632, Khatian # 801, Khansama - Textile Road, Khansama, Dinajpur - 5230. "
1,"Nawabganj Bazar, Dinajpur","Muktijoddha Computer Market, Hospital Road, Nawabganj Bazar, Nawabganj, Dinajpur"
1,"Parbatipur, Dinajpur","Natun Bazar, Parbotipur, Dinajpur"
1,"Setabgonj,Dinajpur","Parvej Tower, Holding No: PH -1618, Setabgonj, Bochagonj, Dinajpur"
1,"Chagalnaiya, Feni","H.S Plaza, Holding # 1220, Dhaka-Chattogram Road (old), Chagalnaiya, Feni.  "
1,"Dagonbhuiyan Sadar, Feni","Holding # 020200, Feni Road, Dagonbhuiyan Sadar, Dagonbhuiyan, Feni - 3920."
2,Chowdhuryhat Dagonbhuiyan,"Haque Market, Chowdhury Hat, Companigonj, Dagonbhuiyan, Feni."
1,"Dudhmuka Bazar, Daganbhuiyan","City Plaza, Dudhmukha Bazar, Dagonbhuiyan, Feni"
1,"Mohipal, Feni","Shop No - 1, 2 & 3, Holding - 379, Mohipal Plaza, SSK Road, Mohipal, Feni"
2,"Ershad Bhaban, Trunk Road, Feni","Ershad Bhaban, Holding - 98, Trunk Road, Feni"
3,"Hospital Moor, Feni","15 Airport  Plaza, Hospital Moor, Feni."
4,"Trunk Road, Feni","Izzatpur Market, 46 Trunk Road, Feni."
1,"Fulgazi, Feni","Zahir Plaza, Bijoypur, Fulgazi-Porshuram Road, Fulgazi, Feni"
1,"Parshuram, Feni","Haque Plaza, Holding - 140, Main Road, Parshuram, Feni"
1,Sonagazi Main Road Feni,"Taher Tower, Holding No: 338, Sonagazi Main Road, Sonagazi, Feni-3930"
2,"College Road, Sonagazi FT","Miazi Bhaban, College Road, Word-05, Sonagazi Pourosava, Sona Gazi, Feni"
3,"Motigonj Bus Stand, Feni","Motigonj Bus Stand, Sonagazi, Feni"
4,Olama Bazar Feni FT,"A-1 Quatar Super Market, Olama Bazar, Sonagazi, Feni."
5,"Dak Bangla Moor, Sonagazi, Feni","Tower Building, Dak Bangla Sonagazi, Feni. "
1,"Circular Road, Gaibandha","A.R. Market, Holding # 1138, Circular Road, Gaibandha Sadar, Gaibandha-5700. "
2,Puraton Bazar Gaibandha F,"Vai Vai Plaza, Holding # 376, Balashi Road, Road No. 01, Ward # 08, Gaibandha Sa"
3,PM Para Gobindaganj FT,"Prativa Super Market, Holding # 234, Rangpur Highway, Ward # 08, Gobindagonj Pou"
1,Rangpur Suger Mill Gaiban,"Dag # 555, 979,554,557, Sreepotipur, Rangpur Sugar Road, Mohimaganj, Gobindaganj"
2,"Charmatha, Gaibandha","Charmatha, Mohimagonj Road, Gobindagonj, Gaibandha. "
1,"Phulchari, Gaibandha","Meser Uddin Charirman Market, Burail, Udakhali, Phulchari, Gaibandha - 5760. "
1,"Polashbari, Gaibandha","Central Jame Mosque Market, Polsahbari, Gaibandha "
1,"Sadullapur, Gaibandha","Sadullapur Bazar, College Road, Sadullapur Bazar, Gaibandha -5710. "
1,"Shaghatta, Gaibandha","Chowdhury Mansion, Bonarpara, Shaghata, Gaibandha-5751."
1,"Sundarganj, Gaibandha","Thana Road, Holding - 1877, Sundarganj, Gaibandha"
1,"Bagher Bazar, Gazipur","Hazi Abdul Majid Super Market, Baniar chala, Bagher Bazar, Gazipur Sadar,Gazipur"
2,Ever Smart BD FT,"Ever Smart Bangladesh Limited, KRC Industrial Park Begumpur, Mirzapur, Gazipur"
3,"Habitus Fashion, Gazipur ","Habitus Fashion Ltd., Holding # 570/1, Mirzapur Road, Ward no. 22, Gazipur City "
4,"Lithe Group, Bagher Bazar","Lithe Group, Shirir Chala, Bagher Bazar, Gazipur Sadar, Gazipur - 1700"
5,Epyllion Knitex Gaz FT,"Epyllion Knittex Ltd. Banglabazar, Joydebpur, Gazipur City Corporation, Gazipur."
6,Member Bari Gazipur FT,"Hazi Abdul Gafur Market, Baniachala, Memberbari, Bhovanipur, Bhawalgor Gazipur."
7,Monipur Bazar Gazipur FT,"Bhai Bhai Tower, Monipur Bazar, Bhawalghar, Vabanipur, Joydebpur, Gazipur"
1,Niche Stich Ltd. Gaz FT,"MG Niche Stich Limited, Mohammadi Group, Nayapara, Bhawal, Mirzapur, Gazipur"
1,TRZ Gacha Gazipur,"TRZ Garments Ind. Limited, Gacha Road, Gacha, Gazipur "
2,"Board Bazar, Gazipur","Chairman Plaza, Holding - 5 (new) 101 (old), Dhaka-Mymensingh Highway Board Baza"
3,Malekerbari Sub Branch FT,"Hazrot Plaza, 1195, Sharifpur, Maleker Bari, Dhaka Mymensingh Rd, Gacha, Gazipur"
4,Choydana Gazipur FT,"Kayum Khan Market, Holding # 227, Block # A, Dhaka Mymensingh Highway, Choydana,"
1,Norp Knit Kodda GAZ FT,"Norp Knit Industries Ltd. Unit - 2, RI Park, 93, Islampur, Kodda, Nandun, Gazipu"
2,"Jhorpukurpar, Gazipur","M. Rahman Complex, Chayabithi, Holding - F-225, Joor Pukur Road, Ward - 28, Joydebpur, Gazipur City Corporation, Gazipur "
3,"DUET, Gazipur","Dhaka University of Engineering & Technology Campus ( DUET), BADC Road, Ward No - 25, Gazipur City Corporation, Joydebpur, Gazipur-1700"
4,Shimultali Gazipur FT,"Bikalpa Tower, Holding-448, Shahid Jaman Sarak, Word-24, Gazipur City, Gazipur."
5,"Shib Bari Moor, Gazipur","Taz Tower, Holding # 82, Shib Bari Moor, Joydebpur Road, Joydebpur, Gazipur - 17"
6,Tajuddin Medical College,"Noorjahan Tower, Holding # 263/13, Tajuddin Ahmed Medical College Road, Gazipur."
7,"Bilashpur, Gazipur","Hajera Villa, 8/4, Block # K, BIDC Road, Ward # 26, Gazipur City Corp., Gazipur"
8,"Taragach, Gazipur","Ananta Casual Wear Limited, House # 16, Ward # 4, Jabi Road, Kunia, Targash, Gaz"
9,"Chattar Bazar, Gazipur","Romija Villa, Holding # 82/01, Chattar Bazar Road, BOF, Gazipur - 1703. "
10,"Nor Plaza, Gazipur Circle","Noor Plaza, Holding # 242/1, Dhaka - Mymensingh Road, Gazipur Circle, Joydebpur,"
11,"Gazipur Sadar Rd, Gazipur","Abbas Trade Center, Holding # 41/01, Gazipur Sadar Road, Gazipur Sadar, Gazipur "
12,"Ehsan Garments, Gazipur","Ehsan Garments Limited, Kunia Pachar Targach, K.B. Bazar, Gazipur"
13,"Sign Board, Gazipur","Nurul Haque Tower, ward no. 34, Village: Choydana, Sign board Bus Stand, Gazipur"
1,"BSMRAU, Gazipur","Bangabandhu Sheikh Mujibur Rahman Agricultural University (BSMRAU), Gazipur-1706"
2,Anwara Mansion Chandana,"Anwara Mansion, Holding-1020, Dhaka-Mymensingh Highway, Chandana, Gazipur."
3,Bagdad Tanzia Gazipur FT,"Bagdad Tanzia Tower, Bhawal College Road, Tangail Highway, Chandana, Gazipur"
4,"Salna Bazar, Gazipur","Ahona Plaza, Salna Bazar, Gazipur"
5,"Vogra, Gazipur","Ronty - Prottasha Market, Dhaka - Mymensingh  Highway,Vogra, Joydebpur, Gazipur.   "
6,Salna Bazar Sub Branch FT,"Sayed Bhaban, 372, Block-A, Salna Bazar, Moishan Bari Road, Sadar, Gazipur"
7,Montribari Road Gaz FT,"Holding-2055, Montribari Road, Road No. 02, Block No. E, Salna Bazar, Gazipur."
1,"Kaliakoir, Gazipur","House-B-17, Shila Brishti Complex, Kaliakoir Bus Stand, Kaliakoir, Gazipur"
2,"Apex Footwear Gate,  Kaliakoir, Gazipur ","Zia Uddin Super Market (Adjacent to Apex Footwear Gate)  Dhaka-Tangail Highway, Kaliakoir, Gazipur "
3,Hizol Hati Kaliakoir FT,"Zakaria Plaza, Village: Hizol Hati, Thana: Kaliakoir, Gazipur."
4,Knit Asia Kaliakoir,"Knit Asia Ltd., Holding # F-22/1, Ratanpur Road, Ward # 09, Kaliakoir, Gazipur."
5,Apex Fashion Wear Gazipur,"Apex Fashion Wear Limited, H # 50/1, Block # B, Ward # 04/6, Kaliakoir, Gazipur."
6,Chandana-NabinagarHighway,"Nayeem Complex (opposite of Walton Factory), Chandana-Nabinagar Highway, Kaliako"
7,"Apex Road Kaliakoir, Gazi","Nargis Plaza, 18/1/A, Apex Road, Word No. 7, Kaliakoir, Gazipur"
8,"Apex Chandra, Gazipur","Apex Holdings Limited, Chandra, Kaliakor, Gazipur "
9,"Chandra Moor, Gazipur ","Umme- Solaiman Tower, Chandra, Gazipur, Dhaka"
1,"Ulukhola Bazar, Gazipur","Ulukhola Bazar, Kaligonj, Gazipur - 1463"
2,"Jamalpur Bazar, Kaligonj, Gazipur","Jamalpur Bazar, Mouza: Bashair, Union: Jamalpur, Kaligonj, Gazipur"
3,"Dolan Bazar, Kaligonj, Gazipur","Doctor Market, Dolan Bazar, Kaligonj, Gazipur"
4,"Kaligonj Bazar, Gazipur ","Shahid Moyasuddin Road, Kaligonj Bazar, Gazipur"
5,"Awrakhali Bazar, Kaliganj","Khan Market, Awrakhali Bazar, Kaligonj, Gazipur"
1,Rajabari Sreepur GAZ FT,"Rahman Shopping Mall, Rajabari Bazar, Rajabari, Sreepur, Gazipur."
2,"Amraid Bazar, Kapasia","Main Road, Amraid Bazar, Mouza - Amraid , Post - Amraid, P.S. - Kapasia, Dist - Gazipur. "
3,College Road Kapasia FT,"Banarhawla, College Road, Kapasia, Gazipur -1730."
1,Mark Sweater Kashimpur FT,"Marks sweaters Ltd. 116/1, Kashimpur-Norsinghpur Rd, Ward-05, Kashimpur, Gazipur"
2,Montex Febrics Gazipur FT,"Montex Febrics Ltd. Mullick Bazar Road, Nayapara, Kashimpur, Joydebpur, Gazipur."
3,Mondol Knitwears GAZ FT,"Mondol Knitwears Ltd., , H-1342, Vumihin Road, W-05, Kashimpur, Gazipur."
4,"Kashimpur, Gazipur","J.M. Plaza, Holding No - 343, Kashimpur Bazar, Kashimpur, Gazipur"
5,"Sharif Bhaban, Kashimpur","Sharif Bhaban (opposite of Zinnat Complex, DBL Group), Holding # 441, Kashimpur-"
6,"GMS Composite, Kasimpur","GMS composite Knitting Ind. Limited, Campus # 02, Sardaganj, Kashimpur, Gazipur."
7,"Multifabs Ltd., Gazipur","Multifabs Limited, Nayapara, Kashimpur, Gazipur."
8,Panishail Road Kashimpur,"Hasin - Bipasa Market, Holding No. 45, South panishail Road, Kashimpur, Gazipur "
1,Konabari Branch FT,"Nur Mension, Holding No. B-194, Dhaka- Gazipur -Tangail Road, Konabari, Gazipur"
2,"BSCIC, Konabari, Gazipur","Hazi Mansion, Holding # 206, Konabari - Kashimpur Road, Konabari, Gazipur - 1346"
3,"Aambagh Road,Gazipur","Meherun Nessa Complex, Holding # 522, Aambagh Road, Gazipur Sadar, Gazipur.  "
4,Alim Knit Kashimpur FT,"Alim Knit (BD) Ltd., Jitar Moo, Kashimpur, Nayapara, Gazipur Sadar, Gazipur"
5,Cotton Club BD Gazipur FT,"Cotton Club (BD) Ltd., Holding # 182, Kashimpur to Konabari Road, Ward No. 06, G"
6,Kashimpur Sub Branch FT,"Holding-449, Kashimpur Jitar More, Konabari Road, Kashimpur, Gazipur"
1,Ha-meem Group Sreepur FT,"Ha-meem Group (Ha-meem Textile zone), MC to Nayanpur Road, Mawna, Sreepur, Gazip"
2,"Mawna Chowrasta, Gazipur","City Park, Holding - 54, Dhaka - Mymensingh Highway, Mawna Chowrasta, Sreepur, Gazipur"
1,"Mirer Bazar, Gazipur","Haji Sobdor Ali Complex, Tongi - Kaliganj Road, Gazipur Sadar, Mirer Bazar, Gazi"
1,Rajendrapur Pepsi Gate FT,"Prodhan Complex, Pepsi Gate,Rajendrapur, Sreepur, Gazipur"
1,"Mauchak, Gazipur","Dag No - 1085, Maa Super Market, Mauchak Kaliakoir, Gazipur"
2,Shafipur Bazar Gazipur FT,"Talukdar Complex, Dhaka-Tangail Highway, Kaliakoir pourasava, Gazipur."
1,Fakruddin Textile FT,"Fakruddin Textile Mills Limited, Ghargaria Masterbari, Kewa, Sreepur, Gazipur."
2,Joina Bazar Branch FT,"Hazi Moiz Uddin Sarker Super Market, Ward No. 04, Nagar Hawla, Sreepur, Gazipur."
3,Nayanpur Bazar Gazipur FT,"Riaz Complex, Nayanpur Bazar, Sreepur, Gazipur"
4,"Sreepur, Gazipur","Baituse Sufiya Complex, Holding - 140, D.B. Road, Sreepur, Gazipur "
5,SM Knit Composite Ltd. Sreepur,"SM Knit Composite Ltd. SM (Sayed Marjan) Group, Gargoria Natun Bazar, Shirirchala, Bhabanipur, Sreepur, Gazipur. "
6,Bormi FT,"Bismillah Market, Bormi, Sreepur, Gazipur"
1,"Singbari Road, Tongi FT","Maa Ayesha Super Market, Holding # 98/4, Singbari Road, Boro Dewra, Tongi west, "
2,Dattapara Tongi FT,"Rowshan Ara Ner,  Holding # 100, Bonmala Road, Tongi, Gazipur."
3,Khartail Sub Branch FT,"Fatema Super Market, 43 Sataish Road, Khartail, Tongi, Gazipur."
4,T & T Bazar Sub Branch FT,"House 173, T & T Bazar, Morkon, Tongi, Gazipur."
5,Sataish Road SB FT,"87/A, Sataish Main Road, Tongi, Gazipur."
6,Mill Gate Sub Branch FT,"House 151, Block # D, Co Operative Market, Mil Gate, Tongi, Gazipur."
7,Pagar Sub Branch FT,"Jhinu Market,  Pagar (Near Tongi BSCIC), Tongi, Gazipur."
8,Tongi BSCIC Sub Branch FT,"Holding-21, Abul Hossain Matabbar Road, BSCIC Fakir Market, Tongi East, Gazipur"
9,Ershad Nagar SB FT,"Parkway Trade Center, 4/13, Shalik chura, Ershad Nagar, Tongi East, Gazipur"
10,Khortail Gazipur FT,"Halima Villa, Holding - 221, Sataish Road, Khortail, Gazipur"
11,Zaber & Zubair Fabrics,"Zaber & Zubair Fabrics Limited, Pagar, Tongi Gazipur"
12,Hossain Market Tongi FT,"Nahar Plaza, Hossain Market, Tongi, Gazipur"
13,"T & T Bazar, Tongi, Gazipur","Hasib Plaza, T & T Bazar, Tongi, Gazipur. "
14,Sataish Main Road Gaz FT,"Mohoram  Khan Market , Holding N# 87/1, Gazipur Sataish Main Road, Tongi, Gazipu"
15,Tongi College Gate FT,"Siddique Haque, Holding # 9, Sultan Razia Road,Tongi, Gazipur."
16,Boro Dewra Tongi FT,"19/1, Vadam Road, Mondal market, Boro Dewra, Tongi, Gazipur  "
17,Station Road Tongi FT,"5 Amin super market, 1/1 Rail gate, Pubail Road, East arichpur, Tongi, Gazipur"
18,Tongi Bazar Gazipur FT,"Mahadi Tarif Complex, H-157, Amjat Ali Sarker Road, Voran, Tongi, Gazipur"
1,"Zirani, Gazipur","Golam Nabi Super Market, Holding - 169, Nabinagar - Chandra Road, Zirani, Gazipu"
1,"Noapara, Jessore","Mughal Rahima Plaza, 20 Noapara, Abhaynagar, Jessore"
1,"Bagharpara, Jessore","Bagharpara Main Road, Bagharpara, Jessore"
1,"Chaugachha, Jessore","Holding - 336, Chaugachha Main Road, Chaugachha, Jessore"
1,"RN Road, Jashore","Holding - 57, R.N. Road, Ward No - 8, Kotowali, Jessore."
2,Char Khambar Moor Jashore,"Char Khamber More, Rail Road, Jashore"
3,"Shastitala, Jashore","Omar Ali Market, Holding # 44, Mujib Road, Shostitala, Jashore Sadar, Jashore - "
4,Chuadanga Bus Stand Jasho,"Holding - 116, Shop - 1, Amin Market, Garib Shah sarok, Chuwadanga Bus Stand Jes"
5,"Chitra Moor, Jessore","Ismail Bhaban, 1257 Gari Khana Road, Chitra Moor, Jessore"
6,"Jessore Air Force, Jessore","BAF,  Base Motiur, Jessore"
7,"BAF Base MTR, Jessore","BAF Base Motiur, PSI Market, (In Front of Central Mosque), Jessore"
8,"Pal Bari Moor, Jessore","1 Shahid Moshiur Rahman Road, Natun Khairtola (Pal Bari Moor), Jessore"
9,"Upashahar,  Jessore  ","Gani Plaza, Vill - New Market, Union - Uposhahar P.S. - Kotowail, Dist - Jessore  "
1,"Jhikargacha, Jashore","Nasima Complex, Holding # 524, Jashore - Benapole Road, Jhikargacha, Jashore - 7"
1,"Keshobpur, Jessore","Sadek Bhaban, Holding - 120, Jessore-Satkhira Road Keshobpur, Jessore"
1,"Monirampur, Jessore","Main Road, Old Bus Stand, Monirampur, Jessore."
1,"Navaron, Jessore","Khan Mahal, Vill - Navaron, Union + P.S. - Sharsha, Dist - Jessore"
2,"Jashore Road, Benapole","Holding No. 209, Jessore Road, Ward No. 07, Benapole pouroshava, Jashore"
1,"Batiaghata, Khulna","Sonaka Villa, Shahid  Jatish Aziz Road, Batiaghata Khulna."
2,Zero Point Khulna FT,"Howlader Plaza, Dhaka-Jashore highway, Zero point, Khulna."
1,"Dumuria,  Khulna","Zakaria Super Market, Union - Dumuria Sadar, P.S. - Dumuria, Dist - Khulna"
1,"Fultola, Khulna","Jobaida Mansion, Jamira Road, Fultola Bazar, Khulna"
1,"Cemetery Road, Khulna","Holding No - 66, Cemetery, Road, Khulna"
2,"Daulatpur, Khulna","718 Khan - A - Sabur Road, Daulatpur, Khulna - 9100"
3,"Nirala, Khulna","275 Sher-E-Bangla, Road, Nirala, Khulna"
4,"Boyra, Khulna","Shahanaj Complex, 100 (A) Boyra Bus Stand, Boyra , Khulna "
5,"Fulbari Gate,  Khulna","M.I. Bhaban, Fulbari Gate, Jhogipool, Khan Jahan Ali, Khulna"
6,"Hotel Royal International, Khulna","Hotel Royal International, Holding No - A - 33, Ward No - 27, KDA Avenue, Khulna."
7,"Gollamari, Sonadanga, Khulna","Mollah Tower, Sher-e-Bangla Road, Gollamari, Sonadanga, Khulna"
8,Khulna Branch FT,"R. Amin Trade Center, Holding - 17, KDA Avenue, Khulna."
9,Old Jeshore Road Khulna,"Holding-43, Ward-14, Old Jessore Road, East Boyra, Khulna City Corp., Khulna"
10,"Khulna New Market, Khulna","Alek Mansion, Holding # 11, KDA New Market C/A, Khulna - 9200."
